Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,score
Chile Open,2020-02-25,ATP250,Indoor,Clay,1st Round,3,Kovalik J.,Caruso S.,Caruso S.,120,100,447,600,1.61,2.2,2-6 3-6   
Chile Open,2020-02-25,ATP250,Indoor,Clay,1st Round,3,Varillas J.P.,Horansky F.,Varillas J.P.,146,164,380,296,1.8,1.9,6-4 6-2   
Chile Open,2020-02-25,ATP250,Indoor,Clay,1st Round,3,Coria F.,Londero J.I.,Londero J.I.,104,63,569,832,2.75,1.4,4-6 2-6   
Chile Open,2020-02-25,ATP250,Indoor,Clay,1st Round,3,Tabilo A.,Lorenzi P.,Tabilo A.,166,121,290,446,1.66,2.1,6-3 6-4   
Chile Open,2020-02-26,ATP250,Indoor,Clay,2nd Round,3,Cuevas P.,Olivo R.,Olivo R.,60,297,857,139,1.2,4.33,7-5 6-7 6-7  
Chile Open,2020-02-26,ATP250,Indoor,Clay,2nd Round,3,Delbonis F.,Caruso S.,Delbonis F.,85,100,676,600,1.5,2.5,7-6 6-3   
Chile Open,2020-02-26,ATP250,Indoor,Clay,2nd Round,3,Barrios Vera M.T.,Dellien H.,Dellien H.,300,94,134,638,2.75,1.4,3-6 6-7   
Chile Open,2020-02-26,ATP250,Indoor,Clay,2nd Round,3,Ruud C.,Tabilo A.,Ruud C.,38,166,1219,290,1.18,4.5,6-4 7-5   
Chile Open,2020-02-27,ATP250,Indoor,Clay,2nd Round,3,Carballes Baena R.,Monteiro T.,Monteiro T.,97,88,614,669,2.5,1.5,1-6 4-6   
Chile Open,2020-02-27,ATP250,Indoor,Clay,2nd Round,3,Seyboth Wild T.,Londero J.I.,Seyboth Wild T.,182,63,277,832,2.75,1.4,7-6 6-4   
Chile Open,2020-02-27,ATP250,Indoor,Clay,2nd Round,3,Varillas J.P.,Ramos-Vinolas A.,Ramos-Vinolas A.,146,45,380,1085,3.25,1.33,6-7 2-6   
Chile Open,2020-02-27,ATP250,Indoor,Clay,2nd Round,3,Garin C.,Davidovich Fokina A.,Garin C.,18,98,2005,611,1.33,3.25,6-2 0-6 7-6  
Chile Open,2020-02-28,ATP250,Indoor,Clay,Quarterfinals,3,Delbonis F.,Ruud C.,Ruud C.,85,38,676,1219,2.75,1.44,5-7 5-7   
Chile Open,2020-02-28,ATP250,Indoor,Clay,Quarterfinals,3,Ramos-Vinolas A.,Monteiro T.,Ramos-Vinolas A.,45,88,1085,669,2.1,1.72,6-4 6-4   
Chile Open,2020-02-28,ATP250,Indoor,Clay,Quarterfinals,3,Dellien H.,Olivo R.,Olivo R.,94,297,638,139,1.44,2.75,6-3 6-7 5-7  
Chile Open,2020-02-29,ATP250,Indoor,Clay,Quarterfinals,3,Seyboth Wild T.,Garin C.,Seyboth Wild T.,182,18,277,2005,2.62,1.5,7-6    
Chile Open,2020-02-29,ATP250,Indoor,Clay,Semifinals,3,Ramos-Vinolas A.,Ruud C.,Ruud C.,45,38,1085,1219,2.37,1.57,6-7 2-6   
Chile Open,2020-02-29,ATP250,Indoor,Clay,Semifinals,3,Seyboth Wild T.,Olivo R.,Seyboth Wild T.,182,297,277,139,1.3,3.5,6-1 6-3   
Chile Open,2020-03-01,ATP250,Indoor,Clay,The Final,3,Ruud C.,Seyboth Wild T.,Seyboth Wild T.,38,182,1219,277,1.33,3.4,5-7 6-4 3-6  
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,Basilashvili N.,Auger-Aliassime F.,20,27,1771,1395,1.28,3.5,6-4 6-1   
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Carreno Busta P.,Carreno Busta P.,23,25,1695,1500,2.75,1.4,5-7 1-6   
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,De Minaur A.,Struff J.L.,34,26,1315,1485,2.37,1.53,6-2 6-4   
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Edmund K.,Anderson K.,Anderson K.,44,124,1050,445,1.44,2.62,6-7 6-4 3-6  
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Norrie C.,Opelka R.,39,77,1177,712,1.66,2.1,6-3 6-4   
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Paire B.,Coric B.,Coric B.,22,33,1738,1320,2.2,1.61,0-6 0-1   
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Fritz T.,Harris L.,Fritz T.,24,97,1510,616,1.44,2.62,6-1 6-3   
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Caruso S.,Krajinovic F.,Krajinovic F.,99,32,597,1343,3.25,1.33,5-7 4-6   
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,Tiafoe F.,Murray A.,134,81,412,700,1.57,2.25,7-6 3-6 6-1  
Western & Southern Financial Group Masters,2020-08-22,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,Berankis R.,Berankis R.,57,72,894,739,1.7,2.05,7-6 4-6 5-7  
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Raonic M.,Querrey S.,Raonic M.,30,45,1350,1045,1.7,2.05,6-4 6-4   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,Shapovalov D.,Shapovalov D.,37,17,1225,2075,2.2,1.61,3-6 3-6   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Khachanov K.,Bublik A.,Khachanov K.,16,51,2120,965,1.4,2.75,6-4 6-4   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,Sandgren T.,Sandgren T.,46,55,1030,923,2.5,1.5,3-6 6-7   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,Ruud C.,Schwartzman D.,13,36,2265,1279,1.44,2.62,7-6 6-3   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,Giron M.,Giron M.,269,101,172,577,1.8,1.95,6-7 5-7   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Bedene A.,Garin C.,Bedene A.,61,18,850,1900,1.53,2.37,6-4 6-7 6-0  
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Gombos N.,Fucsovics M.,Fucsovics M.,109,84,522,692,3.5,1.28,3-6 4-6   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,Rublev A.,Evans D.,28,14,1359,2234,2.62,1.44,7-5 3-6 6-2  
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Dimitrov G.,Dimitrov G.,42,19,1111,1850,1.8,1.9,3-6 4-6   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Hurkacz H.,Isner J.,21,29,1760,1353,1.61,2.2,7-5 6-4   
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Millman J.,Millman J.,38,43,1191,1071,2.1,1.66,6-4 4-6 6-7  
Western & Southern Financial Group Masters,2020-08-23,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Wolf J.J.,Gasquet R.,50,143,985,383,1.57,2.25,6-4 6-4   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,Ruusuvuori E.,Ruusuvuori E.,225,100,220,584,3.0,1.36,6-7 6-4 5-7  
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Anderson K.,Tsitsipas S.,6,124,4745,445,1.22,4.0,6-1 6-3   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,Goffin D.,Goffin D.,33,10,1320,2555,2.62,1.44,6-7 4-6   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Bedene A.,Fritz T.,Bedene A.,61,24,850,1510,3.25,1.33,7-6 7-5   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Giron M.,Medvedev D.,Medvedev D.,101,5,577,5890,5.5,1.14,4-6 4-6   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Raonic M.,Evans D.,Raonic M.,30,28,1350,1359,1.53,2.37,6-3 7-5   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Sandgren T.,Sandgren T.,20,55,1771,923,1.36,3.0,7-6 2-6 6-7  
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Carreno Busta P.,Khachanov K.,16,25,2120,1500,1.61,2.2,7-6 6-1   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Millman J.,Isner J.,Isner J.,43,21,1071,1760,2.62,1.44,6-4 6-7 6-7  
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,Schwartzman D.,Opelka R.,39,13,1177,2265,1.95,1.8,6-3 7-6   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Struff J.L.,Struff J.L.,17,34,2075,1315,1.53,2.37,6-7 6-3 4-6  
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Gasquet R.,Bautista Agut R.,12,50,2360,985,1.5,2.5,7-5 6-1   
Western & Southern Financial Group Masters,2020-08-24,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Murray A.,Murray A.,7,134,3630,412,1.44,2.62,3-6 6-3 5-7  
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,Ruusuvuori E.,Berrettini M.,8,100,2860,584,1.25,3.75,6-4 6-7 7-5  
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Fucsovics M.,Fucsovics M.,19,84,1850,692,1.95,1.8,5-7 6-4 2-6  
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,2nd Round,3,Krajinovic F.,Thiem D.,Krajinovic F.,32,3,1343,7045,5.0,1.16,6-2 6-1   
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,2nd Round,3,Berankis R.,Djokovic N.,Djokovic N.,72,1,739,10220,9.0,1.07,6-7 4-6   
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Bedene A.,Medvedev D.,5,61,5890,850,1.2,4.33,6-3 6-3   
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Struff J.L.,Struff J.L.,10,34,2555,1315,1.61,2.2,4-6 6-3 4-6  
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,3rd Round,3,Bautista Agut R.,Khachanov K.,Bautista Agut R.,12,16,2360,2120,1.57,2.25,4-6 6-3 6-2  
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,3rd Round,3,Sandgren T.,Djokovic N.,Djokovic N.,55,1,923,10220,5.0,1.16,2-6 4-6   
Western & Southern Financial Group Masters,2020-08-25,Masters 1000,Outdoor,Hard,3rd Round,3,Opelka R.,Berrettini M.,Opelka R.,39,8,1177,2860,2.37,1.53,6-3 7-6   
Western & Southern Financial Group Masters,2020-08-26,Masters 1000,Outdoor,Hard,3rd Round,3,Murray A.,Raonic M.,Raonic M.,134,30,412,1350,2.37,1.53,2-6 2-6   
Western & Southern Financial Group Masters,2020-08-26,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Isner J.,Tsitsipas S.,6,21,4745,1760,1.28,3.5,7-6 7-6   
Western & Southern Financial Group Masters,2020-08-26,Masters 1000,Outdoor,Hard,3rd Round,3,Fucsovics M.,Krajinovic F.,Krajinovic F.,84,32,692,1343,2.5,1.53,2-6 1-6   
Western & Southern Financial Group Masters,2020-08-26,Masters 1000,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Medvedev D.,Bautista Agut R.,12,5,2360,5890,3.0,1.4,1-6 6-4 6-3  
Western & Southern Financial Group Masters,2020-08-26,Masters 1000,Outdoor,Hard,Quarterfinals,3,Struff J.L.,Djokovic N.,Djokovic N.,34,1,1315,10220,5.5,1.14,3-6 1-6   
Western & Southern Financial Group Masters,2020-08-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tsitsipas S.,Opelka R.,Tsitsipas S.,6,39,4745,1177,1.4,3.0,5-6    
Western & Southern Financial Group Masters,2020-08-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Krajinovic F.,Raonic M.,Raonic M.,32,30,1343,1350,2.75,1.44,6-4 6-7 5-7  
Western & Southern Financial Group Masters,2020-08-28,Masters 1000,Outdoor,Hard,Semifinals,3,Raonic M.,Tsitsipas S.,Raonic M.,30,6,1350,4745,2.37,1.57,7-6 6-3   
Western & Southern Financial Group Masters,2020-08-28,Masters 1000,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Djokovic N.,Djokovic N.,12,1,2360,10220,4.5,1.2,6-4 4-6 6-7  
Western & Southern Financial Group Masters,2020-08-29,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Raonic M.,Djokovic N.,1,30,10220,1350,1.36,3.2,1-6 6-3 6-4  
Generali Open,2020-09-08,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,Hurkacz H.,Hurkacz H.,68,33,776,1353,2.37,1.53,3-6 5-7   
Generali Open,2020-09-08,ATP250,Outdoor,Clay,1st Round,3,Ofner S.,Albot R.,Ofner S.,159,70,341,772,1.5,2.5,6-7 6-4 7-6  
Generali Open,2020-09-08,ATP250,Outdoor,Clay,1st Round,3,Nishikori K.,Kecmanovic M.,Kecmanovic M.,34,47,1345,1028,1.75,2.0,6-4 4-6 2-6  
Generali Open,2020-09-08,ATP250,Outdoor,Clay,1st Round,3,Pella G.,Nishioka Y.,Pella G.,36,49,1310,1007,1.53,2.37,6-3 6-0   
Generali Open,2020-09-09,ATP250,Outdoor,Clay,1st Round,3,Bublik A.,Hanfmann Y.,Hanfmann Y.,54,118,965,486,3.25,1.33,5-7 2-6   
Generali Open,2020-09-09,ATP250,Outdoor,Clay,1st Round,3,Huesler M.A.,Ruusuvuori E.,Huesler M.A.,303,92,139,648,2.37,1.53,3-6 6-4 7-6  
Generali Open,2020-09-09,ATP250,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Sinner J.,Sinner J.,75,74,729,733,1.9,1.9,3-6 2-6   
Generali Open,2020-09-09,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Londero J.I.,Delbonis F.,79,62,711,832,2.25,1.57,6-4 6-0   
Generali Open,2020-09-09,ATP250,Outdoor,Clay,1st Round,3,Millman J.,Thompson J.,Thompson J.,43,63,1096,829,1.36,3.0,3-6 6-4 6-7  
Generali Open,2020-09-09,ATP250,Outdoor,Clay,1st Round,3,Marterer M.,Novak D.,Marterer M.,337,85,118,695,1.66,2.1,7-6 6-4   
Generali Open,2020-09-09,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Djere L.,Djere L.,41,81,1130,705,2.2,1.61,1-6 6-3 6-7  
Generali Open,2020-09-09,ATP250,Outdoor,Clay,1st Round,3,Lopez F.,Herbert P.H.,Lopez F.,57,69,908,775,3.25,1.33,6-4 6-3   
Generali Open,2020-09-10,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Hanfmann Y.,Hanfmann Y.,24,118,1695,486,2.2,1.61,6-4 3-6 4-6  
Generali Open,2020-09-10,ATP250,Outdoor,Clay,2nd Round,3,Marterer M.,Hurkacz H.,Marterer M.,337,33,118,1353,2.2,1.61,6-1 6-4   
Generali Open,2020-09-10,ATP250,Outdoor,Clay,2nd Round,3,Basilashvili N.,Delbonis F.,Delbonis F.,30,79,1395,711,3.25,1.33,5-7 3-6   
Generali Open,2020-09-10,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Sinner J.,Djere L.,81,74,705,733,3.0,1.36,6-4 6-4   
Generali Open,2020-09-10,ATP250,Outdoor,Clay,2nd Round,3,Thompson J.,Kecmanovic M.,Kecmanovic M.,63,47,829,1028,3.4,1.3,2-6 2-6   
Generali Open,2020-09-10,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,Ofner S.,Schwartzman D.,13,159,2265,341,1.14,5.5,6-2 2-6 7-5  
Generali Open,2020-09-10,ATP250,Outdoor,Clay,2nd Round,3,Pella G.,Lopez F.,Lopez F.,36,57,1310,908,1.28,3.5,5-7 7-6 6-7  
Generali Open,2020-09-10,ATP250,Outdoor,Clay,2nd Round,3,Huesler M.A.,Fognini F.,Huesler M.A.,303,12,139,2400,3.0,1.36,6-1 6-2   
Generali Open,2020-09-11,ATP250,Outdoor,Clay,Quarterfinals,3,Marterer M.,Hanfmann Y.,Hanfmann Y.,337,118,118,486,2.0,1.75,2-6 5-7   
Generali Open,2020-09-11,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,Schwartzman D.,Djere L.,81,13,705,2265,2.37,1.53,7-6 6-3   
Generali Open,2020-09-11,ATP250,Outdoor,Clay,Quarterfinals,3,Delbonis F.,Kecmanovic M.,Kecmanovic M.,79,47,711,1028,2.1,1.66,4-6 7-6 5-7  
Generali Open,2020-09-11,ATP250,Outdoor,Clay,Quarterfinals,3,Huesler M.A.,Lopez F.,Huesler M.A.,303,57,139,908,2.2,1.61,6-4 6-3   
Generali Open,2020-09-12,ATP250,Outdoor,Clay,Semifinals,3,Djere L.,Hanfmann Y.,Hanfmann Y.,81,118,705,486,1.75,2.0,6-4 3-6 6-7  
Generali Open,2020-09-12,ATP250,Outdoor,Clay,Semifinals,3,Kecmanovic M.,Huesler M.A.,Kecmanovic M.,47,303,1028,139,1.28,3.5,6-2 5-7 6-3  
Generali Open,2020-09-13,ATP250,Outdoor,Clay,The Final,3,Hanfmann Y.,Kecmanovic M.,Kecmanovic M.,118,47,486,1028,2.0,1.75,4-6 4-6   
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Travaglia S.,Thompson J.,63,87,829,684,1.53,2.5,6-3 6-4 4-6 6-2 
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Coric B.,Coric B.,56,32,942,1355,6.5,1.11,5-7 3-6 1-6  
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Novak D.,Davidovich Fokina A.,99,85,627,695,2.62,1.5,3-6 6-4 6-3 1-6 6-0
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Jung J.,Coria F.,Coria F.,122,103,462,569,1.28,3.75,6-2 6-4 4-6 1-6 0-2
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,Lajovic D.,Gerasimov E.,72,24,744,1695,2.2,1.66,6-1 4-6 6-4 6-4 
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Donskoy E.,Londero J.I.,Londero J.I.,114,62,505,832,2.37,1.57,3-6 3-6 5-7  
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Schwartzman D.,Norrie C.,76,13,727,2265,3.5,1.3,3-6 4-6 6-2 6-1 7-5
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Shapovalov D.,Shapovalov D.,205,17,252,2075,6.5,1.11,4-6 6-4 3-6 2-6 
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Sonego L.,Mannarino A.,39,46,1191,1030,1.66,2.2,6-1 6-4 2-6 6-3 
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Zverev A.,Zverev A.,117,7,490,3630,3.4,1.33,6-7 7-5 3-6 5-7 
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Uchiyama Y.,Carreno Busta P.,27,86,1500,685,1.16,5.0,4-6 6-3 1-6 6-3 6-3
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,Sock J.,Sock J.,61,389,857,95,2.37,1.57,6-3 4-6 2-6 6-4 6-7
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Gojowczyk P.,Hurkacz H.,33,127,1353,444,1.22,4.33,6-3 6-4 6-4  
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Safwat M.,Simon G.,Simon G.,135,52,407,970,4.5,1.2,1-6 4-6 4-6  
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Krueger M.,Sousa P.,Krueger M.,198,110,264,522,1.16,5.0,3-6 6-2 7-5 6-3 
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,Nakashima B.,Nakashima B.,125,223,447,229,4.5,1.2,3-6 2-6 6-7  
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Ramos-Vinolas A.,Tsitsipas S.,6,41,5095,1130,1.02,19.0,6-2 6-1 6-1  
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Kovalik J.,Cressy M.,Cressy M.,123,168,452,320,2.37,1.57,1-6 6-2 4-6 4-6 
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Koepfer D.,Fritz T.,25,91,1545,652,1.2,4.5,6-7 6-3 6-2 6-4 
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Polmans M.,Giron M.,Giron M.,121,96,462,639,3.75,1.28,4-6 7-6 6-3 4-6 2-6
US Open,2020-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Balazs A.,Kukushkin M.,90,78,661,715,1.4,3.0,6-4 7-5 6-4  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Kwiatkowski T.S.,Kwon S.W.,Kwon S.W.,187,73,281,742,3.2,1.36,6-3 6-7 1-6 2-6 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Gaio F.,Berankis R.,65,132,809,423,1.2,4.5,7-6 4-6 6-4 6-4 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Edmund K.,Edmund K.,54,44,965,1050,3.5,1.3,6-2 5-7 5-7 0-6 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Johnson S.,Isner J.,Johnson S.,64,22,825,1805,3.4,1.33,6-7 6-3 6-7 6-3 7-6
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Opelka R.,Goffin D.,Goffin D.,35,10,1312,2555,2.37,1.57,6-7 6-3 1-6 4-6 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Ymer M.,Krajinovic F.,26,71,1503,759,1.12,6.0,6-2 7-6 6-3  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Cecchinato M.,Harris L.,Harris L.,108,95,526,641,4.5,1.2,4-6 5-7 2-6  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Dzumhur D.,Djokovic N.,1,109,10860,524,1.01,26.0,6-1 6-4 6-1  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Martinez P.,Struff J.L.,Struff J.L.,106,29,546,1405,6.0,1.12,0-6 5-7 4-6  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Garin C.,Blanch U.,Garin C.,19,244,1900,207,1.36,3.2,4-6 5-7 6-4 6-4 6-2
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Mmoh M.,Mmoh M.,68,186,776,281,2.1,1.72,2-6 5-7 6-2 1-6 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov An.,Querrey S.,Kuznetsov An.,34,45,1527,1045,6.0,1.12,6-4 7-6 6-2  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Murray A.,Murray A.,49,115,1007,502,3.0,1.4,6-4 6-4 6-7 6-7 4-6
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Mcdonald M.,Ruud C.,37,243,1279,207,1.57,2.37,4-6 4-6 6-4 6-3 6-2
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Klahn B.,Nagal S.,Nagal S.,129,124,436,448,1.5,2.62,1-6 3-6 6-3 1-6 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Ruusuvuori E.,Bedene A.,Ruusuvuori E.,92,53,648,965,2.0,1.8,6-3 3-6 6-1 4-6 6-1
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Khachanov K.,Khachanov K.,74,16,733,2120,2.37,1.57,6-3 7-6 2-6 0-6 6-7
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Munar J.,Thiem D.,3,105,7135,548,1.05,11.0,7-6 6-3   
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,Auger-Aliassime F.,Auger-Aliassime F.,83,21,700,1806,8.0,1.08,3-6 7-6 6-7 6-7 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Kudla D.,Cilic M.,38,111,1225,521,1.3,3.5,6-7 3-6 7-5 7-5 6-3
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Rublev A.,Rublev A.,60,14,860,2234,6.0,1.12,4-6 4-6 3-6  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Daniel T.,Barrere G.,93,112,647,511,1.44,2.75,6-3 6-4 3-6 6-1 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Albot R.,Gombos N.,Gombos N.,70,104,772,550,3.0,1.4,4-6 1-6 4-6  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Seyboth Wild T.,Evans D.,31,113,1384,507,1.12,6.0,6-2 6-1 7-6  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Pospisil V.,Pospisil V.,75,94,729,642,2.3,1.61,6-7 5-7 6-7  
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Wolf J.J.,Pella G.,Wolf J.J.,138,36,402,1310,1.57,2.37,6-2 0-6 6-3 6-3 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Carballes Baena R.,Carballes Baena R.,57,101,908,614,1.44,2.75,6-3 6-7 4-6 3-6 
US Open,2020-09-01,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Sandgren T.,Bautista Agut R.,11,48,2540,1013,1.16,5.0,6-4 6-4 7-6  
